count,arrest,year,community_area,primary_type
1,0,2015,30,12
1,0,2015,36,09
12,12,2007,33,24
193,140,2012,27,11
388,30,2009,28,07
14,2,2007,65,17
6,1,2016,64,17
1,0,2008,37,01A
510,34,2008,6,11
9,1,2014,4,02
154,134,2009,69,15
347,61,2010,8,03
133,19,2016,18,06
9,9,2009,50,24
4,1,2009,47,20
4,1,2007,9,04B
370,370,2016,49,18
111,12,2014,12,06
632,54,2008,23,07
1,0,2013,10,13
132,1,2014,21,07
22,20,2008,14,15
1,0,2013,0,14
23,4,2008,17,10
28,10,2009,57,04A
73,2,2014,57,05
623,21,2016,25,11
6,6,2016,43,19
18,4,2014,52,03
2,0,2014,54,09
14,0,2013,9,05
173,44,2010,66,04A
69,25,2009,77,04B
146,4,2015,27,05
16,8,2010,66,01A
6,6,2008,24,19
3,0,2009,57,01A
1,0,2009,17,09
173,143,2013,67,15
1,1,2007,59,19
89,89,2016,1,18
156,156,2016,58,18
4,0,2008,25,12
194,31,2013,10,08B
23,17,2011,16,15
8,3,2007,12,03
191,15,2015,33,11
272,16,2008,50,06
5,0,2011,71,12
385,31,2013,29,03
11,1,2016,44,09
406,22,2007,51,14
29,3,2012,57,11
273,12,2007,52,06
8,1,2015,4,02
29,10,2008,3,15
46,46,2016,60,18
120,118,2007,62,18
1218,182,2013,61,06
487,31,2010,26,14
627,19,2011,43,07
16,1,2011,26,20
2,0,2014,36,09
568,52,2015,44,14
243,14,2016,72,06
64,3,2014,56,07
4,3,2007,33,22
14,5,2016,6,20
47,8,2014,9,26
196,15,2016,2,05
11,2,2016,58,01A
507,104,2008,59,06
5,2,2016,1,01A
765,44,2009,4,06
66,7,2013,57,26
339,16,2016,39,06
201,63,2016,49,04A
12,5,2009,9,08A
3,3,2008,33,16
447,42,2008,32,14
1532,1528,2010,66,18
193,68,2007,77,08A
637,331,2010,27,26
112,3,2015,10,11
3800,261,2007,24,06
92,91,2009,57,18
27,20,2011,70,15
298,83,2015,66,08A
66,38,2016,19,15
851,81,2007,42,14
6,6,2014,6,16
851,58,2013,71,14
159,7,2014,15,07
1,1,2015,5,15
32,10,2016,49,01A
495,144,2011,77,08B
87,12,2008,48,08A
82,12,2016,58,04A
104,11,2007,31,03
32,4,2015,30,20
11,1,2012,61,09
65,18,2016,1,04A
15,5,2008,17,04B
9,9,2009,59,24
32,7,2009,77,10
8,2,2013,76,03
2,2,2009,9,17
25,4,2008,4,24
383,9,2011,63,07
2,2,2016,60,01A
5,0,2007,9,10
2,2,2007,62,01A
19,6,2007,77,17
4,1,2007,48,09
260,21,2014,24,03
23,4,2015,66,17
21,6,2007,6,02
29,9,2007,62,04A
369,105,2011,73,26
33,7,2016,60,04A
216,70,2013,33,08B
43,3,2016,34,05
1,1,2008,52,19
4,1,2008,77,09
7,2,2008,48,17
571,172,2011,46,26
678,87,2014,31,06
6,5,2007,50,19
28,2,2010,,14
1,0,2011,,20
4,4,2008,59,24
459,31,2013,15,14
279,22,2014,71,07
12,3,2009,17,04B
2,1,2015,13,17
15,11,2009,4,24
2,1,2016,39,24
4,1,2008,9,17
41,7,2008,77,10
174,2,2016,40,05
73,65,2007,24,24
33,10,2014,53,20
1555,343,2015,29,08B
4,1,2012,1,12
752,60,2007,16,14
1,0,2012,49,12
12,0,2007,48,10
113,14,2013,76,11
147,77,2010,37,26
328,35,2013,56,14
1,1,2015,29,13
28,6,2013,73,02
25,25,2010,61,22
44,33,2011,51,15
59,7,2014,54,04B
38,9,2013,46,02
6,0,2009,48,17
2,1,2009,77,09
362,25,2014,24,11
8,8,2016,53,16
574,23,2011,30,07
1,0,2011,21,12
16,2,2012,61,10
486,145,2009,59,06
370,43,2009,32,14
3,0,2012,60,12
8,2,2011,57,02
16,3,2008,9,08A
4,4,2009,33,16
759,39,2008,4,06
28,3,2015,13,08A
17,2,2015,63,20
873,71,2012,69,14
4,3,2014,8,13
20,4,2014,36,04B
90,23,2007,31,11
71,71,2008,57,18
831,397,2012,29,26
1081,365,2014,8,08B
3,0,2015,50,02
284,53,2010,52,08B
892,38,2012,24,05
104,15,2009,48,08A
47,42,2014,31,24
9,1,2015,10,03
67,67,2010,13,18
153,50,2014,48,26
212,40,2016,44,04B
248,8,2009,50,06
5,3,2016,18,24
164,48,2015,76,08B
131,20,2007,17,08A
6,5,2010,24,13
1,0,2014,36,10
273,41,2012,61,04B
10,10,2015,31,22
32,5,2015,37,05
3,3,2009,10,16
18,17,2014,20,15
58,9,2015,33,03
324,11,2013,21,14
31,3,2007,12,11
25,21,2009,3,15
34,4,2016,44,10
31,11,2010,19,02
5,1,2015,59,02
289,59,2011,17,08B
178,25,2016,38,08A
192,35,2013,29,11
1,1,2015,76,13
21,16,2013,22,15
144,48,2007,54,26
135,5,2012,52,05
40,6,2016,55,08A
1330,347,2010,24,08B
67,7,2012,57,03
5,1,2008,47,20
9,8,2008,50,24
21,19,2009,14,15
1,0,2011,56,12
16,4,2007,17,17
116,94,2011,42,15
1,0,2010,13,01A
31,28,2013,45,15
532,35,2009,23,07
13,2,2009,17,10
25,5,2008,57,04A
51,8,2008,77,04B
1,0,2015,53,12
106,45,2007,36,26
20,15,2007,52,24
1,1,2009,24,19
110,6,2013,48,05
862,157,2010,8,11
2,0,2014,54,10
14,3,2016,38,17
2,1,2008,57,01A
6,0,2008,17,09
143,123,2013,61,24
50,10,2015,43,20
156,18,2015,26,07
856,54,2016,25,03
51,3,2014,52,11
505,19,2010,44,07
12,4,2010,13,04A
766,29,2007,70,14
2,2,2016,72,24
5,1,2009,25,12
3,1,2016,55,17
46,12,2007,48,04B
6,6,2007,4,19
545,197,2012,76,26
124,20,2010,29,11
32,3,2014,37,05
9,8,2014,31,22
16,7,2009,37,04A
43,34,2010,22,15
987,212,2013,24,08B
21,5,2011,21,20
339,22,2012,27,03
3,0,2015,36,10
5,0,2009,65,09
2,2,2008,10,19
1,1,2015,12,24
456,33,2010,21,14
7,1,2012,60,20
278,43,2008,6,03
27,6,2013,19,02
153,48,2014,76,08B
3,3,2011,12,04A
219,19,2007,40,07
23,3,2008,65,10
495,43,2008,28,07
2,1,2014,59,02
120,102,2008,69,15
532,81,2009,6,11
4,3,2013,24,13
40,9,2014,33,03
1,1,2009,37,01A
19,16,2015,20,15
226,20,2009,7,07
540,79,2008,68,04B
11,8,2008,27,01A
284,22,2013,44,07
15,6,2008,31,02
11,5,2013,13,04A
222,78,2016,51,26
1,0,2014,53,12
3,2,2012,6,01A
83,3,2012,39,07
17,3,2012,58,20
17,4,2012,1,20
150,102,2012,37,11
300,300,2011,31,18
242,7,2010,48,05
1056,216,2013,8,11
115,93,2010,61,24
5,5,2016,43,16
51,51,2007,24,22
190,190,2008,24,16
53,4,2015,52,11
138,16,2014,26,07
42,28,2012,6,04A
1014,152,2007,33,06
6,5,2008,59,22
40,8,2014,43,20
20,3,2012,49,20
3,0,2012,62,02
2,0,2015,54,10
125,36,2008,27,04A
2,2,2007,59,16
8,8,2009,4,22
25,21,2010,45,15
45,3,2016,67,02
880,462,2012,8,26
1520,349,2014,29,08B
39,8,2010,46,02
28,4,2015,53,20
152,28,2016,41,08B
204,204,2009,37,18
67,15,2011,62,03
27,12,2011,61,17
31,4,2008,68,10
4,0,2014,13,17
300,28,2015,71,07
100,19,2010,76,11
106,57,2013,37,26
386,9,2010,56,14
9,1,2011,56,20
23,0,2010,73,02
240,48,2012,48,08B
15,14,2013,61,22
2,1,2008,52,16
173,3,2011,4,05
381,19,2015,24,11
487,27,2007,10,06
102,17,2016,74,08B
20,20,2011,12,18
11,11,2007,52,22
53,10,2015,54,04B
92,29,2009,25,20
16,3,2009,68,09
14,4,2011,15,20
1,1,2008,50,22
1,1,2014,29,13
681,51,2010,15,14
1,0,2015,43,12
4,2,2008,12,02
67,7,2012,72,07
397,143,2016,42,26
19,0,2016,47,11
234,60,2013,52,08B
78,2,2012,18,07
21,3,2015,36,04B
10,10,2007,61,13
7,7,2008,33,19
34,34,2013,13,18
1,1,2015,8,13
122,16,2009,35,07
15,7,2014,63,20
41,7,2014,13,08A
340,108,2011,61,08A
118,30,2009,13,26
62,27,2011,31,04A
60,16,2007,67,20
22,2,2011,27,02
157,53,2015,48,26
2,1,2011,31,01A
13,2,2014,10,03
44,41,2015,31,24
6,0,2014,50,02
1347,1329,2008,27,18
1627,423,2007,61,08B
1051,304,2008,66,26
950,286,2015,8,08B
44,13,2008,65,04B
1,1,2014,12,22
283,283,2012,6,18
171,19,2014,53,03
143,12,2012,4,07
558,101,2008,75,08B
105,32,2014,51,08A
68,16,2010,35,04B
762,181,2012,38,08B
120,99,2008,46,15
145,23,2016,7,07
4,0,2011,,11
275,73,2009,51,26
59,46,2008,73,15
134,134,2009,43,16
13,13,2012,2,16
77,31,2011,22,04A
9,0,2010,28,09
140,41,2012,55,08B
142,14,2011,72,05
25,22,2010,20,24
125,125,2013,51,18
898,78,2015,67,06
11,2,2010,40,17
28,23,2015,22,24
220,20,2008,54,14
6,6,2014,47,19
2,1,2011,22,01A
200,19,2013,62,14
41,41,2012,47,18
78,12,2008,64,08A
1,1,2010,12,15
2,2,2016,4,22
2,1,2012,38,13
11,10,2012,7,22
11,4,2014,51,17
97,4,2008,36,14
3,0,2011,75,09
5,1,2011,74,04B
119,12,2015,63,03
945,64,2007,53,06
805,55,2012,19,14
151,8,2015,30,11
30,3,2016,37,04A
27,2,2010,7,10
15,6,2007,71,01A
3,1,2007,64,09
150,150,2015,40,18
1,0,2012,27,12
8,4,2013,42,01A
3,1,2011,45,01A
18,17,2015,45,24
2,0,2008,6,12
15,0,2016,65,09
200,36,2010,40,08A
6,2,2015,10,20
87,0,2011,18,05
56,13,2015,55,26
482,76,2008,70,26
18,5,2011,41,04B
287,80,2007,71,04A
33,3,2011,45,04A
69,17,2013,42,04A
23,5,2013,23,10
674,24,2016,6,11
113,5,2013,17,07
282,61,2015,38,26
50,40,2007,8,15
4,0,2012,5,09
5,3,2016,37,01A
5,3,2008,64,17
107,81,2015,61,15
279,16,2015,65,14
1,0,2007,11,09
1,1,2007,20,13
138,137,2008,30,16
127,25,2007,25,02
45,12,2010,7,04B
96,13,2016,35,07
1,1,2012,47,01A
80,80,2007,30,22
45,13,2008,22,02
332,16,2011,34,06
1,0,2011,74,10
50,15,2013,51,04A
74,12,2016,13,26
88,18,2011,20,08A
474,198,2011,3,26
292,292,2011,22,18
2,2,2010,41,19
202,146,2011,26,11
593,45,2007,23,05
681,83,2013,5,06
9,4,2008,11,17
16,16,2009,63,16
4,2,2013,51,01A
9,1,2012,57,20
468,160,2007,20,08B
3,1,2015,33,20
45,7,2010,69,02
1,1,2010,74,19
474,125,2008,16,26
264,54,2013,23,04B
7,1,2012,47,04A
19,5,2011,41,10
17,3,2014,42,17
36,36,2016,37,18
242,62,2009,41,08B
219,15,2014,77,14
288,13,2010,38,05
7,7,2009,72,22
116,110,2012,23,24
711,72,2015,68,14
58,14,2009,67,02
493,493,2014,25,16
12,12,2014,22,22
34,30,2010,31,15
8,3,2011,20,17
3,3,2013,30,13
24,0,2008,47,03
86,3,2010,55,05
1,1,2013,20,22
60,16,2015,40,04A
17,6,2010,35,10
536,510,2013,42,18
74,74,2011,45,18
817,232,2013,30,08B
4,1,2015,40,01A
87,13,2008,11,08A
12,1,2016,68,09
1045,98,2011,2,06
143,21,2016,25,20
1831,1813,2007,71,18
30,24,2011,40,24
150,10,2011,39,05
123,22,2009,74,08B
857,399,2009,42,26
11,3,2008,45,02
307,102,2011,14,26
9,0,2009,47,11
237,71,2014,42,08A
6,6,2011,35,19
14,9,2008,53,19
342,18,2015,43,03
42,5,2012,74,08A
6,6,2007,,18
385,43,2016,32,14
37,4,2013,69,02
105,12,2011,21,03
17,2,2012,27,20
18,6,2012,20,10
534,41,2008,39,06
273,66,2008,49,04A
5,4,2008,1,01A
12,8,2007,76,15
2,2,2009,30,19
379,67,2010,23,04B
44,2,2012,60,03
7,2,2008,6,20
249,57,2016,59,06
6,4,2008,58,01A
363,17,2008,2,05
735,39,2010,5,06
2,1,2010,51,01A
74,0,2011,52,07
98,27,2007,26,04A
16,6,2015,42,17
5,4,2015,32,09
63,19,2010,51,04A
13,5,2007,26,01A
60,47,2008,19,15
11,9,2012,36,15
1,1,2015,45,22
2089,295,2007,43,06
2,1,2014,33,20
3,3,2013,41,19
99,11,2012,41,08A
534,27,2007,7,05
70,11,2008,1,04A
25,6,2013,7,04B
53,17,2008,58,04A
247,59,2009,44,04B
77,9,2016,48,08A
18,8,2008,49,01A
1,1,2007,18,19
27,21,2012,54,15
8,7,2009,39,24
11,9,2016,4,24
220,15,2009,40,05
1,1,2007,72,19
1,0,2012,74,17
64,18,2014,40,04A
11,9,2012,7,24
26,7,2016,17,04B
15,2,2012,15,02
969,968,2010,42,18
10,10,2015,22,22
1035,299,2010,30,08B
324,323,2015,25,16
625,51,2014,68,14
202,22,2012,1,03
121,12,2012,58,03
218,11,2015,77,14
2,2,2008,60,01A
839,39,2012,46,14
380,26,2014,43,03
82,4,2008,34,05
3,3,2010,30,13
48,21,2008,60,04A
36,2,2013,55,05
196,43,2015,42,08A
211,51,2007,38,04B
4,4,2010,20,22
9,3,2012,41,17
1490,110,2007,66,14
31,4,2013,35,10
470,27,2012,49,03
32,32,2009,53,16
208,12,2013,38,05
450,28,2012,73,14
3391,447,2012,28,06
4,1,2014,40,01A
12,2,2012,56,02
1,0,2016,77,09
1,1,2016,48,17
21,2,2007,55,04B
39,28,2013,31,15
17,9,2016,14,15
2,2,2013,12,15
406,41,2016,23,07
38,3,2011,56,03
1535,1376,2008,49,18
1,1,2007,,04A
35,35,2011,28,16
255,23,2008,18,06
2135,2131,2007,26,18
646,101,2007,63,06
12,2,2013,40,17
221,31,2007,22,11
78,62,2007,29,15
6,1,2011,62,20
53,8,2011,49,02
312,20,2012,30,05
125,31,2015,51,08A
8,0,2016,17,10
503,114,2008,25,11
53,51,2008,43,19
1071,265,2011,44,08B
145,6,2015,53,03
221,22,2010,62,14
111,6,2007,35,05
21,4,2009,38,17
103,14,2011,15,03
6,2,2007,55,10
25,10,2011,58,02
1,0,2013,28,09
26,4,2011,1,02
26,18,2013,20,24
2,2,2011,44,13
170,170,2010,51,18
3,3,2015,47,19
7,5,2009,72,24
14,14,2012,23,22
8,8,2007,39,19
2,1,2009,55,17
1,0,2016,25,12
51,14,2013,35,04B
329,328,2008,58,18
50,44,2014,22,24
1258,83,2009,25,03
430,78,2007,44,08A
1099,97,2014,67,06
27,4,2007,38,10
803,784,2008,1,18
173,4,2010,17,07
24,22,2014,45,24
18,15,2012,35,24
4,3,2009,18,24
261,93,2016,50,06
279,276,2014,40,18
43,5,2012,20,04B
174,45,2013,40,08A
132,8,2014,30,11
14,14,2012,40,19
2,2,2010,75,16
633,24,2011,24,07
82,8,2014,63,03
10,1,2008,44,09
120,38,2010,42,04A
46,6,2010,23,10
6,3,2015,51,17
19,3,2013,7,10
276,26,2014,65,14
45,5,2009,44,10
86,71,2014,61,15
253,34,2009,38,08A
6,5,2011,13,15
8,1,2010,42,01A
125,125,2008,60,18
236,27,2011,71,11
339,114,2014,38,26
25,9,2016,3,15
64,5,2007,45,11
18,6,2012,21,02
50,4,2009,55,08A
506,40,2007,67,03
439,32,2008,72,06
40,40,2011,23,19
81,21,2014,55,26
3,2,2014,10,20
3,0,2011,60,02
34,11,2007,44,17
225,219,2007,30,24
252,251,2010,70,18
100,1,2010,11,05
2081,375,2010,43,08B
1,0,2007,12,12
62,16,2015,32,04B
123,13,2007,45,03
474,42,2011,71,03
152,138,2011,66,15
5,2,2008,18,24
11,11,2011,2,22
78,74,2007,63,24
190,16,2007,67,11
373,122,2012,25,04A
70,20,2011,5,08A
14,3,2013,2,17
221,61,2012,64,08B
60,9,2015,62,07
17,4,2009,44,09
317,45,2008,38,08A
17,2,2010,23,09
75,7,2008,44,10
1,1,2013,75,19
58,58,2014,34,18
8,3,2015,39,02
369,24,2013,20,06
2,0,2007,47,02
36,19,2012,25,01A
128,22,2012,75,08A
187,187,2009,60,18
41,11,2013,34,08A
336,17,2009,72,06
184,21,2014,30,03
2,2,2012,34,19
1,1,2010,43,13
127,20,2015,70,08A
48,9,2008,55,08A
3,3,2011,7,16
1609,105,2014,22,06
248,85,2007,5,08B
169,154,2014,67,24
196,69,2013,60,26
108,8,2014,63,11
2,0,2007,38,09
128,11,2011,15,11
328,23,2014,45,06
2,0,2010,8,12
688,60,2012,35,06
174,174,2014,2,18
259,15,2015,17,14
89,1,2013,65,07
13,13,2016,50,24
247,19,2009,18,06
1292,1256,2009,49,18
3,0,2016,47,20
1,0,2014,52,12
47,18,2010,16,04A
12,1,2015,24,20
32,10,2016,77,04B
4,1,2007,55,09
7,7,2013,5,22
60,8,2013,28,10
3,3,2012,2,19
685,244,2013,49,26
433,93,2009,25,11
31,31,2009,43,19
11,2,2011,5,17
190,41,2013,2,08A
17,2,2016,57,04A
97,9,2015,64,26
7,0,2016,17,09
4,1,2016,57,01A
23,3,2008,38,17
7,2,2012,75,17
545,205,2013,1,26
2,1,2010,16,01A
2,0,2010,76,20
131,17,2011,56,11
125,7,2011,76,14
254,76,2013,58,26
9,4,2015,70,17
4,1,2008,55,17
291,36,2007,22,03
218,15,2012,63,05
3,3,2008,72,24
5,3,2013,34,17
140,4,2015,53,11
648,646,2009,1,18
1226,99,2007,30,06
1149,74,2008,25,03
399,399,2009,58,18
1,0,2011,34,22
20,3,2010,14,02
21,1,2016,77,10
241,11,2007,13,14
228,20,2008,40,05
125,27,2013,28,04B
1,0,2016,9,17
6,2,2008,39,24
369,23,2014,43,11
91,91,2014,25,19
293,109,2012,49,11
2,1,2013,76,12
55,19,2010,70,04A
1,1,2016,59,24
1,0,2013,35,09
15,7,2010,5,24
4267,4266,2012,25,18
398,49,2007,28,05
2,0,2014,24,12
10,1,2015,52,20
1,1,2014,34,01A
149,10,2014,60,05
2,2,2015,18,02
39,16,2009,60,04A
12,4,2014,34,04A
13,2,2013,8,20
60,0,2009,34,05
112,95,2007,43,24
19,5,2015,16,17
145,53,2015,11,26
5,2,2010,70,01A
57,57,2008,53,16
58,4,2012,58,11
126,25,2012,1,11
9,8,2007,53,22
1,1,2012,37,20
537,113,2010,63,08B
926,411,2011,69,26
24,5,2016,9,08A
588,53,2009,39,06
232,73,2009,49,04A
441,20,2014,49,05
530,33,2016,4,06
7,2,2009,58,01A
198,47,2012,11,08B
417,23,2009,2,05
44,15,2014,2,04A
5,2,2009,6,20
2239,140,2012,7,06
1238,36,2012,43,05
2,1,2009,1,01A
4,4,2008,30,19
132,6,2010,64,05
32,31,2016,57,18
903,209,2013,53,08B
3,3,2015,67,22
2,0,2015,72,02
123,10,2010,77,07
99,6,2015,32,10
275,275,2010,16,18
98,14,2011,21,11
77,61,2009,19,15
2,2,2009,63,19
1,0,2013,53,13
115,18,2015,16,08A
52,5,2012,60,11
20,5,2010,3,02
247,14,2014,58,05
3,2,2014,2,01A
280,62,2008,44,04B
906,60,2011,29,14
271,28,2013,68,07
47,18,2009,58,04A
72,35,2009,1,04A
33,5,2010,29,20
181,16,2014,1,05
13,6,2009,49,01A
50,4,2012,71,02
6,0,2012,20,09
82,73,2012,28,24
3,2,2007,31,12
8,0,2014,52,20
1,0,2015,34,01A
2,2,2008,72,22
1,0,2015,24,12
2,2,2013,70,01A
264,57,2008,41,08B
75,4,2012,50,07
11,8,2011,34,24
58,8,2008,67,02
426,117,2013,63,08B
639,74,2011,8,14
989,571,2007,32,26
21,3,2009,47,03
5,2,2010,8,20
23,0,2016,68,10
382,15,2015,43,11
46,46,2015,25,19
1339,1336,2011,67,18
10,8,2013,5,24
59,10,2009,11,08A
135,27,2008,74,08B
145,44,2014,11,26
12,3,2013,14,02
17,3,2014,16,17
11,2,2008,47,11
151,46,2010,28,04B
11,0,2009,45,02
74,7,2011,33,07
992,499,2008,42,26
17,2,2015,34,04A
2,0,2010,76,12
15,15,2009,53,19
37,16,2013,70,04A
3,0,2014,18,02
125,6,2015,60,05
2,0,2011,41,09
80,14,2014,32,10
425,31,2010,68,07
1572,162,2012,23,06
36,11,2013,29,20
59,58,2009,30,16
3,0,2014,72,02
2,2,2014,67,22
35,10,2009,22,02
387,383,2007,15,18
31,9,2015,2,04A
6,1,2007,12,20
1,0,2010,53,13
1,1,2007,21,01A
477,19,2015,49,05
19,6,2012,5,04B
25,0,2013,3,02
102,9,2013,64,05
62,20,2007,21,04A
202,200,2007,56,18
5,1,2009,11,17
34,31,2011,2,24
21,21,2007,63,22
1065,220,2010,53,08B
1,1,2013,41,16
521,39,2011,40,06
166,14,2015,1,05
90,3,2013,77,07
63,11,2011,75,04B
2,2,2011,74,09
140,6,2015,58,05
12,12,2008,63,16
168,168,2013,16,18
4,3,2015,2,01A
103,22,2014,16,08A
44,7,2016,65,04B
743,743,2016,27,18
524,143,2016,66,26
1,1,2008,18,22
322,21,2011,26,03
28,10,2007,64,04B
23,5,2007,11,10
429,120,2009,16,26
45,13,2010,34,08A
64,2,2014,62,07
95,6,2009,36,14
2,1,2013,43,13
9,8,2012,28,22
10,2,2012,5,10
31,6,2012,26,02
256,83,2010,60,26
236,75,2011,67,04A
18,1,2013,23,09
46,19,2014,32,04B
270,26,2016,6,03
30,30,2012,40,16
14,14,2010,75,19
2,0,2009,6,12
306,17,2010,20,06
89,3,2015,63,11
390,93,2009,70,26
139,130,2015,67,24
8,0,2016,65,10
1624,154,2015,22,06
29,8,2011,67,01A
8,1,2007,11,04B
23,7,2010,2,17
115,15,2014,70,08A
205,22,2015,30,03
22,7,2007,31,20
1,0,2010,7,09
455,34,2012,53,05
13,0,2007,64,10
145,144,2013,70,18
12,3,2009,64,17
113,6,2013,11,05
257,257,2011,23,16
103,80,2016,69,15
1878,373,2013,43,08B
4,0,2014,39,02
43,43,2015,34,18
327,27,2016,28,07
14,3,2011,75,10
19,19,2011,28,19
53,16,2007,15,04A
461,81,2009,75,08B
4,2,2010,34,17
34,31,2007,53,24
298,82,2008,51,26
22,3,2014,24,20
334,52,2016,68,04B
123,108,2009,46,15
112,4,2012,59,07
16,0,2016,31,02
29,2,2016,27,01A
85,72,2009,73,15
98,98,2008,43,16
616,180,2010,1,26
205,14,2014,17,14
156,156,2015,2,18
2,0,2013,16,01A
2,0,2013,76,20
231,10,2015,45,06
27,26,2007,43,22
326,99,2010,58,26
47,16,2013,16,04A
43,0,2011,10,07
152,4,2014,53,11
70,10,2010,28,10
4,4,2016,24,16
1,1,2010,5,22
4,0,2011,,03
31,6,2007,56,04A
189,15,2009,54,14
959,327,2010,49,26
231,226,2007,21,18
7,2,2014,70,17
210,34,2010,2,08A
1,1,2008,39,22
4,1,2009,75,13
137,21,2016,27,04A
12,4,2013,8,12
70,7,2009,64,08A
175,14,2010,65,07
2,1,2007,15,01A
2,2,2016,59,22
123,19,2014,64,26
297,23,2013,67,07
11,4,2015,50,10
1,1,2016,16,19
20,17,2010,62,24
35,35,2009,66,19
225,23,2008,6,08A
34,34,2012,29,16
152,44,2010,19,04B
26,3,2015,59,04B
304,58,2012,27,08A
3,1,2012,74,20
38,38,2013,27,19
4,0,2011,57,10
234,7,2009,72,14
4,4,2015,68,22
3,3,2014,77,22
14,0,2016,48,20
612,50,2014,22,14
22,5,2012,61,02
29,25,2013,33,18
5,2,2012,41,20
77,20,2014,33,08A
203,13,2008,14,07
12,9,2014,21,15
230,23,2013,20,14
146,97,2008,23,15
459,260,2009,33,26
25,2,2013,73,10
15,0,2007,48,02
419,155,2016,53,26
2,0,2014,51,12
91,3,2016,64,11
146,10,2014,45,14
1564,298,2010,66,08B
159,6,2008,3,07
241,18,2012,35,14
310,13,2015,17,06
39,10,2008,6,17
174,7,2009,18,14
23,3,2013,46,10
135,101,2011,43,15
14,2,2012,27,17
98,11,2007,65,11
166,46,2009,57,08B
13,4,2008,77,02
8,6,2010,66,13
877,115,2007,30,14
9,2,2014,33,17
12,3,2013,10,04A
18,17,2014,65,24
2,2,2007,6,09
173,173,2011,77,18
402,6,2011,16,07
21,4,2015,42,20
1,0,2008,64,12
562,33,2011,76,06
95,2,2016,11,11
49,11,2011,62,08A
15,4,2015,51,20
58,4,2015,5,07
6,0,2014,54,02
352,26,2007,73,05
157,30,2013,46,04B
2,2,2007,62,13
427,46,2007,13,06
36,26,2016,32,24
569,28,2007,46,05
80,12,2013,73,04B
3,3,2015,65,22
1,0,2013,33,01A
21,18,2014,15,15
259,28,2016,19,07
692,53,2012,66,05
218,47,2016,60,08B
7,4,2014,10,17
196,49,2007,62,08B
7,3,2013,33,04A
38,4,2007,44,20
17,17,2012,19,22
179,17,2011,70,07
2,1,2008,11,12
1,0,2014,42,12
10,9,2014,56,15
7,1,2009,17,02
4,2,2015,59,10
8,4,2011,62,17
1218,286,2016,49,08B
27,2,2016,44,02
3,3,2011,77,01A
1,1,2016,1,13
39,11,2010,19,10
127,117,2014,68,24
2,2,2013,62,22
15,11,2015,77,24
16,3,2013,40,20
263,14,2009,39,14
249,19,2016,4,14
26,6,2015,50,04B
262,23,2014,66,11
226,24,2011,61,03
2,0,2011,20,12
540,22,2012,7,14
19,4,2014,13,03
1,1,2011,19,19
3,0,2014,36,02
1410,106,2011,29,06
61,53,2011,63,15
59,12,2014,10,08A
156,19,2007,68,11
331,29,2008,8,05
51,41,2012,73,24
237,49,2009,10,26
93,74,2012,46,24
436,120,2016,58,08B
1,0,2015,4,09
2,0,2016,49,13
19,6,2011,57,04B
678,129,2016,1,08B
18,0,2009,38,20
86,79,2007,66,24
36,17,2011,77,04A
52,52,2013,10,18
5047,871,2011,8,06
1,1,2008,12,04B
24,21,2015,15,15
7,6,2014,65,22
473,35,2008,29,05
146,43,2007,59,26
20,2,2010,33,04A
8,0,2012,62,10
4,1,2015,54,02
5,2,2009,31,09
837,306,2008,24,26
62,3,2014,5,07
10,2,2014,51,20
115,22,2010,73,04B
822,232,2016,43,26
20,18,2015,56,15
10,2,2008,64,20
9,5,2012,9,04A
21,1,2008,31,10
353,57,2016,67,04B
141,97,2011,53,15
36,22,2008,35,15
14,3,2015,10,17
268,61,2010,46,04B
8,3,2008,65,02
23,0,2015,13,03
4,0,2008,9,03
245,17,2015,66,11
28,10,2014,50,04B
65,65,2016,75,18
33,33,2010,10,18
10,9,2014,77,24
135,135,2011,65,18
1014,65,2012,23,14
128,122,2015,68,24
78,3,2008,48,11
28,12,2011,68,01A
12,4,2014,59,10
200,30,2011,27,04B
19,1,2009,9,11
179,61,2011,68,04A
1,1,2014,4,09
57,12,2013,19,10
415,30,2011,40,14
71,16,2015,10,08A
3,3,2010,62,22
104,4,2009,48,03
6,0,2015,36,02
147,19,2007,77,11
23,3,2010,40,20
49,2,2007,17,03
3,3,2012,46,22
32,32,2008,66,16
197,45,2008,37,08B
27,5,2014,59,04B
17,2,2011,27,10
16,6,2011,20,20
293,34,2010,20,14
26,26,2007,66,22
172,41,2016,63,26
21,15,2007,2,15
138,2,2009,36,06
15,1,2016,22,09
24,1,2008,76,05
9,2,2014,50,10
1,1,2012,73,22
92,92,2010,33,18
102,24,2013,19,04B
7,7,2012,9,18
183,14,2016,38,03
9,9,2015,21,15
68,17,2015,33,08A
155,3,2016,73,07
2,2,2009,13,16
38,38,2010,27,19
162,9,2016,46,07
6,1,2016,55,03
39,8,2012,57,08A
5,4,2008,7,15
580,40,2015,22,14
452,46,2010,67,07
563,25,2007,19,05
3,3,2008,37,13
3,3,2015,77,22
11,11,2008,54,24
2,2,2014,68,22
54,7,2016,25,17
11,9,2013,62,24
25,5,2012,62,04B
43,10,2016,75,04A
37,28,2009,28,15
8,2,2010,10,04A
1,1,2009,27,13
2,2,2016,42,16
297,21,2014,17,06
235,71,2007,50,26
400,22,2009,69,07
9,9,2011,46,19
159,7,2015,45,14
1,1,2011,37,09
